, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk04.h024,        1.94,        2.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h025,        1.99,        1.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h026,        2.16,        1.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h027,        2.16,        1.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h028,        2.22,        1.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h029,        2.18,        1.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h030,        2.16,        1.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h031,        2.09,        1.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h032,        2.08,        1.40,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h033,        2.24,        1.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h034,        2.14,        1.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h035,        2.30,        1.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h036,        2.41,        1.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h037,        2.38,        1.70,        0.00,        0.03,        0.00,        0.00,        0.00,        0.00
wk04.h038,        2.49,        1.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h039,        2.40,        1.79,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h040,        2.45,        1.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h041,        2.24,        1.87,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h042,        2.43,        1.72,        0.00,        0.00,        0.00,        0.13,        0.00,        0.00
wk04.h043,        2.49,        1.71,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h044,        2.74,        1.51,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h045,        2.73,        1.72,        0.00,        0.00,        0.00,        0.26,        0.00,        0.00
wk04.h046,        2.60,        1.72,        0.00,        0.00,        0.00,        0.38,        0.00,        0.00
wk04.h047,        2.59,        1.72,        0.00,        0.00,        0.00,        0.20,        0.00,        0.00
wk04.h048,        2.80,        1.15,        0.00,        0.00,        0.00,        0.16,        0.00,        0.00
wk04.h049,        2.84,        0.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h050,        2.94,        0.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h051,        2.82,        0.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h052,        2.79,        0.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h053,        2.81,        0.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h054,        2.93,        0.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h055,        2.75,        1.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h056,        2.74,        1.63,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h057,        2.62,        1.72,        0.00,        0.00,        0.00,        0.15,        0.00,        0.00
wk04.h058,        2.39,        1.72,        0.00,        0.00,        0.00,        0.39,        0.05,        0.00
wk04.h059,        2.54,        1.72,        0.00,        0.03,        0.00,        0.38,        0.00,        0.00
wk04.h060,        2.50,        2.15,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h061,        2.32,        2.29,        0.00,        0.00,        0.00,        0.20,        0.00,        0.00
wk04.h062,        2.18,        2.29,        0.00,        0.00,        0.00,        0.38,        0.00,        0.00
wk04.h063,        1.94,        2.29,        0.00,        0.00,        0.00,        0.66,        0.00,        0.00
wk04.h064,        1.75,        2.29,        0.00,        0.00,        0.00,        0.88,        0.00,        0.00
wk04.h065,        1.73,        2.29,        0.00,        0.00,        0.00,        0.91,        0.00,        0.00
wk04.h066,        1.88,        2.29,        0.00,        0.00,        0.00,        0.76,        0.00,        0.00
wk04.h067,        2.31,        2.29,        0.00,        0.00,        0.00,        0.27,        0.00,        0.00
wk04.h068,        2.52,        2.17,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h069,        2.54,        2.29,        0.00,        0.00,        0.00,        0.25,        0.00,        0.00
wk04.h070,        2.63,        2.28,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h071,        2.60,        2.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h072,        2.81,        1.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h073,        2.73,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h074,        2.52,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h075,        2.40,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h076,        2.34,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h077,        1.78,        1.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h078,        1.96,        1.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h079,        1.93,        2.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h080,        1.83,        2.29,        0.00,        0.00,        0.00,        0.43,        0.00,        0.00
wk04.h081,        1.63,        2.29,        0.00,        0.00,        0.00,        0.62,        0.00,        0.00
wk04.h082,        1.76,        2.29,        0.00,        0.00,        0.00,        0.51,        0.00,        0.00
wk04.h083,        2.04,        2.29,        0.00,        0.00,        0.00,        0.34,        0.00,        0.00
wk04.h084,        2.06,        2.29,        0.00,        0.00,        0.00,        0.42,        0.00,        0.00
wk04.h085,        1.85,        2.29,        0.00,        0.00,        0.00,        0.65,        0.00,        0.00
wk04.h086,        1.66,        2.29,        0.00,        0.00,        0.00,        0.91,        0.00,        0.00
wk04.h087,        1.59,        2.29,        0.00,        0.00,        0.00,        1.03,        0.00,        0.00
wk04.h088,        1.55,        2.29,        0.00,        0.00,        0.00,        1.11,        0.00,        0.00
wk04.h089,        1.71,        2.29,        0.00,        0.00,        0.00,        0.97,        0.00,        0.00
wk04.h090,        1.86,        2.29,        0.00,        0.00,        0.00,        0.81,        0.00,        0.00
wk04.h091,        2.22,        2.29,        0.00,        0.00,        0.00,        0.38,        0.00,        0.00
wk04.h092,        2.57,        2.16,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h093,        2.60,        2.29,        0.00,        0.00,        0.00,        0.18,        0.00,        0.00
wk04.h094,        2.70,        2.23,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h095,        2.88,        1.72,        0.00,        0.00,        0.00,        0.19,        0.00,        0.00
wk04.h096,        2.98,        1.38,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h097,        3.01,        0.95,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h098,        2.86,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h099,        2.74,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h100,        2.66,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h101,        2.64,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h102,        2.74,        0.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h103,        2.83,        1.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h104,        2.74,        1.72,        0.00,        0.00,        0.00,        0.14,        0.00,        0.00
wk04.h105,        2.76,        1.70,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h106,        2.64,        1.72,        0.00,        0.00,        0.00,        0.26,        0.00,        0.00
wk04.h107,        2.60,        2.02,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h108,        2.18,        2.29,        0.00,        0.00,        0.00,        0.37,        0.00,        0.00
wk04.h109,        2.08,        2.29,        0.00,        0.00,        0.00,        0.53,        0.00,        0.00
wk04.h110,        2.22,        2.29,        0.00,        0.00,        0.00,        0.46,        0.00,        0.00
wk04.h111,        2.22,        2.29,        0.00,        0.00,        0.00,        0.53,        0.00,        0.00
wk04.h112,        2.08,        2.29,        0.00,        0.00,        0.00,        0.75,        0.00,        0.00
wk04.h113,        2.09,        2.29,        0.00,        0.00,        0.00,        0.78,        0.00,        0.00
wk04.h114,        2.17,        2.29,        0.00,        0.00,        0.00,        0.70,        0.00,        0.00
wk04.h115,        2.46,        2.29,        0.00,        0.00,        0.00,        0.34,        0.00,        0.00
wk04.h116,        2.71,        2.15,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h117,        2.52,        2.29,        0.00,        0.00,        0.00,        0.40,        0.00,        0.00
wk04.h118,        2.66,        2.29,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk04.h119,        2.50,        2.27,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h120,        2.75,        1.67,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h121,        2.87,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h122,        2.60,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h123,        2.44,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h124,        1.91,        1.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h125,        1.50,        2.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h126,        1.57,        2.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h127,        1.78,        2.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h128,        1.85,        2.29,        0.00,        0.00,        0.00,        0.46,        0.00,        0.00
wk04.h129,        1.88,        2.29,        0.00,        0.00,        0.00,        0.39,        0.00,        0.00
wk04.h130,        1.73,        2.29,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk04.h131,        1.50,        2.29,        0.00,        0.00,        0.00,        0.80,        0.12,        0.00
wk04.h132,        1.92,        2.29,        0.00,        0.00,        0.00,        0.61,        0.00,        0.00
wk04.h133,        2.24,        2.29,        0.00,        0.00,        0.00,        0.34,        0.00,        0.00
wk04.h134,        2.57,        2.23,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h135,        2.63,        2.21,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h136,        2.63,        2.23,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h137,        2.40,        2.29,        0.00,        0.00,        0.00,        0.29,        0.00,        0.00
wk04.h138,        2.30,        2.25,        0.15,        0.00,        0.00,        0.24,        0.00,        0.00
wk04.h139,        1.97,        2.29,        0.15,        0.00,        0.00,        0.49,        0.00,        0.00
wk04.h140,        1.90,        2.29,        0.15,        0.00,        0.00,        0.49,        0.00,        0.00
wk04.h141,        1.70,        2.29,        0.29,        0.00,        0.00,        0.80,        0.00,        0.00
wk04.h142,        1.71,        2.29,        0.25,        0.00,        0.00,        0.80,        0.00,        0.00
wk04.h143,        1.95,        2.29,        0.15,        0.00,        0.00,        0.42,        0.00,        0.00
wk04.h144,        2.46,        1.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h145,        2.78,        1.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h146,        2.60,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h147,        2.48,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h148,        2.39,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h149,        2.38,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h150,        2.49,        1.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h151,        2.79,        1.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h152,        2.72,        1.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h153,        2.53,        2.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h154,        2.20,        2.29,        0.00,        0.00,        0.00,        0.19,        0.00,        0.00
wk04.h155,        2.06,        2.29,        0.00,        0.00,        0.00,        0.40,        0.05,        0.00
wk04.h156,        2.14,        2.29,        0.00,        0.00,        0.00,        0.40,        0.07,        0.00
wk04.h157,        2.35,        2.29,        0.00,        0.00,        0.00,        0.31,        0.00,        0.00
wk04.h158,        2.64,        2.24,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h159,        2.45,        2.29,        0.00,        0.00,        0.00,        0.28,        0.00,        0.00
wk04.h160,        2.32,        2.29,        0.00,        0.00,        0.00,        0.38,        0.00,        0.00
wk04.h161,        2.78,        2.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h162,        3.00,        1.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h163,        3.08,        1.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h164,        3.12,        1.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk04.h165,        3.12,        1.71,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk04.h166,        3.05,        1.61,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk04.h167,        3.14,        1.31,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk04.h168,        2.54,        1.60,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h001,        2.10,        1.45,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk05.h002,        2.04,        1.36,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk05.h003,        1.72,        1.56,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk05.h004,        1.40,        1.72,        0.00,        0.00,        0.00,        0.51,        0.00,        0.00
wk05.h005,        1.33,        1.72,        0.00,        0.00,        0.00,        0.57,        0.00,        0.00
wk05.h006,        1.04,        1.72,        0.00,        0.00,        0.00,        0.91,        0.00,        0.00
wk05.h007,        1.26,        1.72,        0.00,        0.00,        0.00,        0.83,        0.00,        0.00
wk05.h008,        1.40,        1.72,        0.00,        0.00,        0.00,        0.95,        0.00,        0.00
wk05.h009,        0.97,        1.72,        0.40,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h010,        0.89,        1.72,        0.83,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h011,        0.79,        1.72,        1.20,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h012,        0.65,        1.72,        1.47,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h013,        0.47,        1.72,        1.66,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h014,        0.33,        1.72,        1.77,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h015,        0.15,        1.72,        1.88,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h016,        0.12,        1.72,        1.88,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h017,        0.16,        1.72,        1.87,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h018,        0.11,        1.72,        1.96,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h019,        0.10,        1.72,        2.05,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h020,        0.02,        1.72,        2.20,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h021,        0.00,        1.72,        2.44,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h022,        0.00,        1.72,        2.48,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h023,        0.00,        1.72,        2.29,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h024,        0.00,        1.72,        2.08,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h025,        0.00,        1.72,        1.79,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h026,        0.00,        1.72,        1.61,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h027,        0.00,        1.72,        1.50,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h028,        0.00,        1.72,        1.45,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h029,        0.00,        1.72,        1.42,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h030,        0.00,        1.72,        1.48,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h031,        0.00,        1.72,        1.57,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h032,        0.00,        1.72,        1.80,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h033,        0.00,        1.72,        1.94,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h034,        0.00,        1.72,        2.07,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h035,        0.00,        1.72,        2.04,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h036,        0.07,        1.72,        1.83,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h037,        0.16,        1.72,        1.59,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h038,        0.28,        1.72,        1.33,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h039,        0.42,        1.72,        1.01,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h040,        0.42,        1.72,        0.86,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h041,        0.51,        1.72,        0.66,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h042,        0.54,        1.72,        0.61,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h043,        0.60,        1.72,        0.62,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h044,        0.63,        1.72,        0.76,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h045,        0.70,        1.72,        1.07,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h046,        0.86,        1.72,        0.98,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h047,        0.98,        1.72,        0.70,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h048,        1.01,        1.72,        0.38,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h049,        1.14,        1.72,        0.00,        0.00,        0.00,        1.14,        0.00,        0.00
wk05.h050,        1.01,        1.72,        0.00,        0.00,        0.00,        1.13,        0.00,        0.00
wk05.h051,        1.06,        1.72,        0.00,        0.00,        0.00,        1.02,        0.00,        0.00
wk05.h052,        0.90,        1.72,        0.00,        0.00,        0.00,        1.16,        0.00,        0.00
wk05.h053,        0.70,        1.72,        0.20,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h054,        0.79,        1.72,        0.29,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h055,        0.96,        1.72,        0.58,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h056,        0.73,        1.72,        1.35,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h057,        0.56,        1.72,        1.47,        0.00,        0.00,        1.20,        0.05,        0.00
wk05.h058,        0.63,        1.72,        1.43,        0.00,        0.00,        1.20,        0.05,        0.00
wk05.h059,        0.41,        1.72,        1.70,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h060,        0.51,        1.72,        1.53,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h061,        0.45,        1.72,        1.51,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h062,        0.50,        1.72,        1.38,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h063,        0.29,        1.72,        1.48,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h064,        0.29,        1.72,        1.40,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h065,        0.39,        1.72,        1.28,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h066,        0.37,        1.72,        1.30,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h067,        0.48,        1.72,        1.23,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h068,        0.98,        1.72,        0.81,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h069,        1.35,        1.72,        0.64,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h070,        2.11,        1.72,        0.30,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h071,        2.43,        1.72,        0.15,        0.00,        0.00,        0.30,        0.00,        0.00
wk05.h072,        2.47,        1.31,        0.15,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h073,        1.00,        1.72,        0.30,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h074,        1.37,        1.72,        0.00,        0.00,        0.00,        0.54,        0.00,        0.00
wk05.h075,        1.66,        1.68,        0.00,        0.00,        0.00,        0.21,        0.00,        0.00
wk05.h076,        2.21,        1.16,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h077,        2.50,        0.91,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h078,        2.46,        1.11,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h079,        2.40,        1.62,        0.00,        0.00,        0.00,        0.13,        0.00,        0.00
wk05.h080,        2.24,        1.72,        0.36,        0.00,        0.00,        0.40,        0.00,        0.00
wk05.h081,        2.27,        1.72,        0.24,        0.00,        0.00,        0.40,        0.00,        0.00
wk05.h082,        2.17,        1.72,        0.15,        0.00,        0.00,        0.61,        0.00,        0.00
wk05.h083,        2.07,        1.72,        0.15,        0.00,        0.00,        0.75,        0.00,        0.00
wk05.h084,        2.06,        1.72,        0.15,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h085,        2.30,        1.72,        0.15,        0.00,        0.00,        0.53,        0.00,        0.00
wk05.h086,        2.27,        1.72,        0.00,        0.00,        0.00,        0.72,        0.00,        0.00
wk05.h087,        2.52,        1.72,        0.00,        0.00,        0.00,        0.52,        0.00,        0.00
wk05.h088,        2.32,        1.72,        0.00,        0.00,        0.00,        0.72,        0.00,        0.00
wk05.h089,        2.04,        1.72,        0.00,        0.00,        0.00,        1.09,        0.00,        0.00
wk05.h090,        1.83,        1.72,        0.29,        0.00,        0.00,        1.04,        0.00,        0.00
wk05.h091,        1.89,        1.72,        0.29,        0.00,        0.00,        0.98,        0.00,        0.00
wk05.h092,        1.38,        1.72,        0.53,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h093,        0.99,        1.72,        0.98,        0.03,        0.00,        1.20,        0.00,        0.00
wk05.h094,        1.27,        1.72,        0.87,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h095,        1.41,        1.72,        0.43,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h096,        2.42,        1.43,        0.00,        0.00,        0.00,        0.46,        0.00,        0.00
wk05.h097,        2.60,        0.91,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk05.h098,        2.24,        1.01,        0.00,        0.00,        0.00,        0.36,        0.00,        0.00
wk05.h099,        1.44,        1.52,        0.00,        0.00,        0.00,        0.49,        0.00,        0.00
wk05.h100,        1.15,        1.72,        0.00,        0.00,        0.00,        0.52,        0.00,        0.00
wk05.h101,        1.18,        1.72,        0.00,        0.00,        0.00,        0.50,        0.00,        0.00
wk05.h102,        0.89,        1.72,        0.00,        0.00,        0.00,        0.93,        0.00,        0.00
wk05.h103,        0.45,        1.72,        0.57,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h104,        0.16,        1.72,        1.44,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h105,        0.08,        1.72,        1.46,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h106,        0.01,        1.72,        1.56,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h107,        0.01,        1.72,        1.65,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h108,        0.08,        1.72,        1.68,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h109,        0.15,        1.72,        1.68,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h110,        0.66,        1.72,        1.27,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h111,        1.30,        1.72,        0.73,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h112,        1.52,        1.72,        0.59,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h113,        1.58,        1.72,        0.63,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h114,        1.09,        1.72,        1.17,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h115,        0.52,        1.72,        1.70,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h116,        0.20,        1.72,        1.90,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h117,        0.30,        1.72,        1.74,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h118,        0.70,        1.72,        1.43,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h119,        0.96,        1.72,        0.85,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h120,        1.24,        1.72,        0.00,        0.03,        0.00,        1.20,        0.00,        0.00
wk05.h121,        1.43,        1.72,        0.00,        0.00,        0.00,        0.63,        0.00,        0.00
wk05.h122,        1.55,        1.72,        0.00,        0.00,        0.00,        0.28,        0.00,        0.00
wk05.h123,        1.67,        1.67,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h124,        1.66,        1.60,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h125,        1.66,        1.61,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h126,        2.14,        1.28,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h127,        2.04,        1.72,        0.00,        0.00,        0.00,        0.19,        0.00,        0.00
wk05.h128,        2.24,        1.72,        0.00,        0.00,        0.00,        0.40,        0.15,        0.00
wk05.h129,        2.50,        1.72,        0.00,        0.00,        0.00,        0.25,        0.00,        0.00
wk05.h130,        2.49,        1.72,        0.00,        0.00,        0.00,        0.29,        0.00,        0.00
wk05.h131,        2.51,        1.72,        0.00,        0.00,        0.00,        0.35,        0.00,        0.00
wk05.h132,        2.74,        1.72,        0.00,        0.00,        0.00,        0.18,        0.00,        0.00
wk05.h133,        2.86,        1.67,        0.00,        0.00,        0.00,        0.12,        0.00,        0.00
wk05.h134,        2.80,        1.69,        0.00,        0.00,        0.00,        0.24,        0.00,        0.00
wk05.h135,        2.74,        1.72,        0.00,        0.00,        0.00,        0.39,        0.00,        0.00
wk05.h136,        2.59,        1.72,        0.00,        0.00,        0.00,        0.60,        0.00,        0.00
wk05.h137,        2.32,        1.72,        0.00,        0.00,        0.00,        0.91,        0.00,        0.00
wk05.h138,        2.40,        1.72,        0.15,        0.00,        0.00,        0.70,        0.00,        0.00
wk05.h139,        2.46,        1.72,        0.15,        0.00,        0.00,        0.59,        0.00,        0.00
wk05.h140,        2.46,        1.72,        0.20,        0.00,        0.00,        0.40,        0.00,        0.00
wk05.h141,        2.70,        1.72,        0.15,        0.00,        0.00,        0.34,        0.00,        0.00
wk05.h142,        2.70,        1.72,        0.23,        0.00,        0.00,        0.40,        0.00,        0.00
wk05.h143,        2.79,        1.72,        0.26,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h144,        2.86,        1.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h145,        2.44,        1.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h146,        2.46,        1.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h147,        2.44,        1.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h148,        2.39,        1.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h149,        2.20,        1.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h150,        2.03,        1.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
wk05.h151,        2.12,        1.72,        0.00,        0.00,        0.00,        0.18,        0.00,        0.00
