, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk07.h064,        1.37,        2.29,        2.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h065,        1.46,        2.29,        2.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h066,        1.31,        2.29,        2.85,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h067,        1.14,        2.29,        2.93,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h068,        1.05,        2.29,        2.73,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h069,        1.33,        2.29,        2.01,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h070,        1.46,        2.29,        1.79,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h071,        1.46,        2.29,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h072,        1.70,        2.29,        0.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h073,        1.68,        2.29,        0.00,        0.00,        0.65,        1.08,        0.00,        0.00
wk07.h074,        1.14,        2.29,        0.00,        0.00,        0.65,        1.19,        0.00,        0.00
wk07.h075,        0.90,        2.29,        0.00,        0.00,        0.65,        1.12,        0.00,        0.00
wk07.h076,        1.05,        2.29,        0.00,        0.00,        0.65,        0.77,        0.00,        0.00
wk07.h077,        1.11,        2.29,        0.00,        0.00,        0.65,        0.61,        0.00,        0.00
wk07.h078,        0.84,        2.29,        0.00,        0.00,        0.65,        0.94,        0.00,        0.00
wk07.h079,        0.73,        2.29,        0.15,        0.00,        0.65,        1.15,        0.00,        0.00
wk07.h080,        0.48,        2.29,        0.49,        0.00,        0.65,        1.20,        0.10,        0.00
wk07.h081,        0.37,        2.29,        0.98,        0.03,        0.65,        1.20,        0.00,        0.00
wk07.h082,        0.26,        2.29,        1.47,        0.00,        0.65,        1.20,        0.07,        0.00
wk07.h083,        0.31,        2.29,        1.92,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h084,        0.29,        2.29,        2.42,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h085,        0.18,        2.29,        2.89,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h086,        0.12,        2.29,        3.30,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h087,        0.27,        2.29,        3.41,        0.03,        0.65,        1.20,        0.00,        0.00
wk07.h088,        0.24,        2.29,        3.43,        0.00,        0.65,        1.20,        0.27,        0.00
wk07.h089,        0.40,        2.29,        3.43,        0.00,        0.65,        1.20,        0.22,        0.00
wk07.h090,        0.45,        2.29,        3.43,        0.00,        0.65,        1.20,        0.19,        0.00
wk07.h091,        0.34,        2.29,        3.43,        0.00,        0.65,        1.20,        0.18,        0.00
wk07.h092,        0.28,        2.29,        3.35,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h093,        0.36,        2.29,        2.89,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h094,        0.51,        2.29,        2.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h095,        0.68,        2.29,        1.96,        0.00,        0.65,        1.20,        0.06,        0.00
wk07.h096,        0.82,        2.29,        1.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h097,        0.95,        2.29,        0.49,        0.00,        0.65,        1.20,        0.05,        0.00
wk07.h098,        1.17,        2.29,        0.00,        0.00,        0.65,        1.08,        0.00,        0.00
wk07.h099,        1.38,        2.29,        0.00,        0.00,        0.65,        0.60,        0.00,        0.00
wk07.h100,        1.42,        2.29,        0.00,        0.00,        0.65,        0.38,        0.00,        0.00
wk07.h101,        1.51,        2.12,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk07.h102,        1.58,        2.12,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk07.h103,        1.56,        2.29,        0.00,        0.00,        0.65,        0.49,        0.00,        0.00
wk07.h104,        1.56,        2.29,        0.00,        0.00,        0.65,        0.71,        0.00,        0.00
wk07.h105,        1.31,        2.29,        0.15,        0.00,        0.65,        1.15,        0.00,        0.00
wk07.h106,        1.15,        2.29,        0.49,        0.00,        0.65,        1.20,        0.15,        0.00
wk07.h107,        1.02,        2.29,        1.25,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h108,        0.68,        2.29,        1.96,        0.00,        0.65,        1.20,        0.07,        0.00
wk07.h109,        0.49,        2.29,        2.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h110,        0.33,        2.29,        3.17,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h111,        0.26,        2.29,        3.43,        0.00,        0.65,        1.20,        0.06,        0.00
wk07.h112,        0.25,        2.29,        3.43,        0.00,        0.65,        1.20,        0.14,        0.00
wk07.h113,        0.31,        2.29,        3.43,        0.00,        0.65,        1.20,        0.11,        0.00
wk07.h114,        0.28,        2.29,        3.43,        0.00,        0.65,        1.20,        0.17,        0.00
wk07.h115,        0.33,        2.29,        3.43,        0.00,        0.65,        1.20,        0.12,        0.00
wk07.h116,        0.36,        2.29,        3.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h117,        0.22,        2.29,        3.00,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h118,        0.34,        2.29,        2.70,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h119,        0.46,        2.29,        2.19,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h120,        0.53,        2.29,        1.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h121,        0.54,        2.29,        0.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h122,        0.56,        2.29,        0.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h123,        0.53,        2.29,        0.29,        0.00,        0.65,        1.06,        0.00,        0.00
wk07.h124,        0.32,        2.29,        0.29,        0.00,        0.65,        1.11,        0.00,        0.00
wk07.h125,        0.23,        2.29,        0.29,        0.00,        0.65,        1.11,        0.00,        0.00
wk07.h126,        0.33,        2.29,        0.29,        0.00,        0.65,        1.04,        0.00,        0.00
wk07.h127,        0.74,        2.29,        0.29,        0.00,        0.65,        0.89,        0.00,        0.00
wk07.h128,        0.79,        2.29,        0.29,        0.00,        0.65,        1.06,        0.00,        0.00
wk07.h129,        0.45,        2.29,        0.80,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h130,        0.30,        2.29,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h131,        0.23,        2.29,        1.90,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h132,        0.14,        2.29,        2.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h133,        0.10,        2.29,        2.72,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h134,        0.15,        2.29,        2.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h135,        0.22,        2.29,        3.05,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h136,        0.32,        2.29,        3.05,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h137,        0.44,        2.29,        3.04,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h138,        0.49,        2.29,        2.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h139,        0.27,        2.29,        2.98,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h140,        0.16,        2.29,        2.71,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h141,        0.10,        2.29,        2.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h142,        0.09,        2.29,        2.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h143,        0.17,        2.29,        1.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h144,        0.52,        2.29,        1.03,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h145,        1.10,        2.29,        0.00,        0.00,        0.65,        1.11,        0.00,        0.00
wk07.h146,        1.38,        2.29,        0.00,        0.00,        0.65,        0.45,        0.00,        0.00
wk07.h147,        1.12,        2.29,        0.00,        0.00,        0.65,        0.48,        0.00,        0.00
wk07.h148,        1.16,        2.22,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk07.h149,        1.35,        1.96,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk07.h150,        1.02,        2.29,        0.00,        0.00,        0.65,        0.43,        0.00,        0.00
wk07.h151,        1.00,        2.29,        0.00,        0.00,        0.65,        0.74,        0.00,        0.00
wk07.h152,        1.26,        2.29,        0.00,        0.00,        0.65,        0.69,        0.00,        0.00
wk07.h153,        0.85,        2.29,        0.19,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h154,        0.70,        2.29,        0.68,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h155,        0.31,        2.29,        1.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h156,        0.51,        2.29,        1.53,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h157,        0.34,        2.29,        1.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h158,        0.27,        2.29,        2.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h159,        0.20,        2.29,        2.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h160,        0.08,        2.29,        2.72,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h161,        0.10,        2.29,        2.75,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h162,        0.10,        2.29,        2.75,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h163,        0.09,        2.29,        2.69,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h164,        0.18,        2.29,        2.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h165,        0.36,        2.29,        1.93,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h166,        0.37,        2.29,        1.87,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h167,        0.92,        2.29,        1.08,        0.00,        0.65,        1.20,        0.00,        0.00
wk07.h168,        0.66,        2.29,        0.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h001,        0.31,        2.29,        0.92,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h002,        0.39,        2.29,        0.51,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h003,        0.29,        2.29,        0.35,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h004,        0.27,        2.29,        0.29,        0.00,        0.65,        1.10,        0.00,        0.00
wk08.h005,        0.18,        2.29,        0.29,        0.00,        0.65,        1.08,        0.00,        0.00
wk08.h006,        0.14,        2.29,        0.29,        0.00,        0.65,        1.08,        0.00,        0.00
wk08.h007,        0.10,        2.29,        0.31,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h008,        0.02,        2.29,        0.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h009,        0.00,        2.29,        0.73,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h010,        0.01,        2.29,        1.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h011,        0.00,        2.29,        1.58,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h012,        0.00,        2.29,        1.96,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h013,        0.01,        2.29,        2.30,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h014,        0.01,        2.29,        2.50,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h015,        0.00,        2.29,        2.63,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h016,        0.00,        2.29,        2.69,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h017,        0.00,        2.29,        2.69,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h018,        0.02,        2.29,        2.63,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h019,        0.02,        2.29,        2.49,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h020,        0.14,        2.29,        2.16,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h021,        0.30,        2.29,        1.77,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h022,        0.43,        2.29,        1.65,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h023,        0.75,        2.29,        1.13,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h024,        1.08,        2.29,        0.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h025,        1.44,        2.29,        0.00,        0.00,        0.65,        0.87,        0.00,        0.00
wk08.h026,        1.48,        2.29,        0.00,        0.00,        0.65,        0.49,        0.00,        0.00
wk08.h027,        1.52,        2.14,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk08.h028,        1.50,        1.99,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk08.h029,        1.51,        1.90,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk08.h030,        0.84,        2.29,        0.00,        0.00,        0.65,        0.57,        0.00,        0.00
wk08.h031,        1.06,        2.29,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk08.h032,        0.87,        2.29,        0.00,        0.00,        0.65,        0.49,        0.00,        0.00
wk08.h033,        0.62,        2.29,        0.00,        0.00,        0.65,        0.96,        0.00,        0.00
wk08.h034,        0.47,        2.29,        0.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h035,        0.26,        2.29,        0.99,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h036,        0.06,        2.29,        1.52,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h037,        0.04,        2.29,        1.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h038,        0.06,        2.29,        2.07,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h039,        0.08,        2.29,        2.19,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h040,        0.06,        2.29,        2.21,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h041,        0.08,        2.29,        2.06,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h042,        0.14,        2.29,        1.85,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h043,        0.11,        2.29,        1.80,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h044,        0.13,        2.29,        1.64,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h045,        0.20,        2.29,        1.48,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h046,        0.35,        2.29,        1.45,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h047,        0.62,        2.29,        0.98,        0.00,        0.65,        1.20,        0.05,        0.00
wk08.h048,        0.87,        2.29,        0.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h049,        1.14,        2.29,        0.00,        0.00,        0.65,        0.91,        0.00,        0.00
wk08.h050,        1.31,        2.29,        0.00,        0.00,        0.65,        0.47,        0.00,        0.00
wk08.h051,        1.19,        2.29,        0.00,        0.00,        0.65,        0.42,        0.00,        0.00
wk08.h052,        0.96,        2.29,        0.00,        0.00,        0.65,        0.57,        0.00,        0.00
wk08.h053,        0.69,        2.29,        0.00,        0.00,        0.65,        0.83,        0.00,        0.00
wk08.h054,        0.50,        2.29,        0.00,        0.00,        0.65,        1.09,        0.00,        0.00
wk08.h055,        0.51,        2.29,        0.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h056,        0.29,        2.29,        0.61,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h057,        0.15,        2.29,        0.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h058,        0.02,        2.29,        1.26,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h059,        0.04,        2.29,        1.55,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h060,        0.06,        2.29,        1.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h061,        0.18,        2.29,        1.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h062,        0.66,        2.29,        1.63,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h063,        0.38,        2.29,        2.11,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h064,        0.38,        2.29,        2.20,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h065,        0.22,        2.29,        2.46,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h066,        0.20,        2.29,        2.45,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h067,        0.23,        2.29,        2.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h068,        0.26,        2.29,        2.06,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h069,        0.32,        2.29,        1.64,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h070,        0.33,        2.29,        1.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h071,        0.43,        2.29,        1.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h072,        0.56,        2.29,        0.85,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h073,        0.61,        2.29,        0.31,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h074,        0.62,        2.29,        0.00,        0.00,        0.65,        1.19,        0.00,        0.00
wk08.h075,        0.58,        2.29,        0.00,        0.00,        0.65,        1.02,        0.00,        0.00
wk08.h076,        0.60,        2.29,        0.00,        0.00,        0.65,        0.87,        0.00,        0.00
wk08.h077,        0.44,        2.29,        0.00,        0.00,        0.65,        0.99,        0.00,        0.00
wk08.h078,        0.62,        2.29,        0.00,        0.00,        0.65,        0.90,        0.00,        0.00
wk08.h079,        0.53,        2.29,        0.15,        0.00,        0.65,        1.14,        0.00,        0.00
wk08.h080,        0.49,        2.29,        0.35,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h081,        0.32,        2.29,        0.76,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h082,        0.27,        2.29,        0.98,        0.00,        0.65,        1.20,        0.16,        0.00
wk08.h083,        0.35,        2.29,        1.39,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h084,        0.32,        2.29,        1.72,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h085,        0.16,        2.29,        2.14,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h086,        0.30,        2.29,        2.20,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h087,        0.12,        2.29,        2.57,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h088,        0.07,        2.29,        2.73,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h089,        0.04,        2.29,        2.74,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h090,        0.12,        2.29,        2.42,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h091,        0.30,        2.29,        1.98,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h092,        0.52,        2.29,        1.47,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h093,        0.45,        2.29,        1.36,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h094,        0.51,        2.29,        1.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h095,        0.56,        2.29,        1.10,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h096,        0.38,        2.29,        0.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h097,        0.36,        2.29,        0.47,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h098,        0.23,        2.29,        0.33,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h099,        0.37,        2.29,        0.00,        0.00,        0.65,        1.18,        0.00,        0.00
wk08.h100,        0.34,        2.29,        0.00,        0.00,        0.65,        1.07,        0.00,        0.00
wk08.h101,        0.24,        2.29,        0.00,        0.00,        0.65,        1.09,        0.00,        0.00
wk08.h102,        0.16,        2.29,        0.00,        0.00,        0.65,        1.15,        0.00,        0.00
wk08.h103,        0.02,        2.29,        0.15,        0.00,        0.65,        1.19,        0.00,        0.00
wk08.h104,        0.00,        2.29,        0.16,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h105,        0.01,        2.29,        0.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h106,        0.02,        2.29,        0.55,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h107,        0.02,        2.29,        0.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h108,        0.10,        2.29,        1.09,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h109,        0.12,        2.29,        1.22,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h110,        0.15,        2.29,        1.30,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h111,        0.16,        2.29,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h112,        0.25,        2.29,        1.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h113,        0.10,        2.29,        1.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h114,        0.12,        2.29,        1.64,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h115,        0.14,        2.29,        1.60,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h116,        0.20,        2.29,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h117,        0.23,        2.29,        1.19,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h118,        0.23,        2.29,        1.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h119,        0.28,        2.29,        0.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h120,        0.26,        2.29,        0.77,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h121,        0.18,        2.29,        0.47,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h122,        0.08,        2.29,        0.30,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h123,        0.06,        2.29,        0.15,        0.00,        0.65,        1.19,        0.00,        0.00
wk08.h124,        0.02,        2.29,        0.15,        0.00,        0.65,        1.13,        0.00,        0.00
wk08.h125,        0.00,        2.29,        0.00,        0.03,        0.65,        1.19,        0.00,        0.00
wk08.h126,        0.00,        2.29,        0.15,        0.00,        0.65,        1.14,        0.00,        0.00
wk08.h127,        0.00,        2.29,        0.36,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h128,        0.04,        2.29,        0.54,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h129,        0.05,        2.29,        0.73,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h130,        0.08,        2.29,        0.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h131,        0.21,        2.29,        1.05,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h132,        0.39,        2.29,        1.14,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h133,        0.45,        2.29,        1.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h134,        0.54,        2.29,        1.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h135,        0.61,        2.29,        1.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h136,        0.71,        2.29,        1.47,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h137,        0.80,        2.29,        1.44,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h138,        0.84,        2.29,        1.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h139,        0.74,        2.29,        1.43,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h140,        0.64,        2.29,        1.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h141,        0.46,        2.29,        1.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h142,        0.35,        2.29,        1.54,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h143,        0.41,        2.29,        1.30,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h144,        0.36,        2.29,        0.97,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h145,        0.29,        2.29,        0.58,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h146,        0.22,        2.29,        0.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h147,        0.13,        2.29,        0.30,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h148,        0.07,        2.29,        0.26,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h149,        0.04,        2.29,        0.20,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h150,        0.06,        2.29,        0.26,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h151,        0.08,        2.29,        0.50,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h152,        0.09,        2.29,        0.69,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h153,        0.06,        2.29,        0.95,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h154,        0.10,        2.29,        1.13,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h155,        0.16,        2.29,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h156,        0.33,        2.29,        1.50,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h157,        0.34,        2.29,        1.72,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h158,        0.38,        2.29,        1.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h159,        0.44,        2.29,        2.01,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h160,        0.47,        2.29,        2.12,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h161,        0.56,        2.29,        2.07,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h162,        0.53,        2.29,        2.06,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h163,        0.39,        2.29,        2.09,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h164,        0.32,        2.29,        1.97,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h165,        0.22,        2.29,        1.79,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h166,        0.19,        2.29,        1.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h167,        0.16,        2.29,        1.71,        0.00,        0.65,        1.20,        0.00,        0.00
wk08.h168,        0.19,        2.29,        1.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h001,        0.86,        2.29,        0.65,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h002,        0.91,        2.29,        0.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h003,        0.85,        2.29,        0.15,        0.00,        0.65,        1.06,        0.00,        0.00
wk09.h004,        0.87,        2.29,        0.15,        0.00,        0.65,        0.83,        0.00,        0.00
wk09.h005,        0.74,        2.29,        0.15,        0.00,        0.65,        0.82,        0.00,        0.00
wk09.h006,        0.80,        2.29,        0.15,        0.00,        0.65,        0.73,        0.00,        0.00
wk09.h007,        0.72,        2.29,        0.15,        0.00,        0.65,        0.89,        0.00,        0.00
wk09.h008,        0.72,        2.29,        0.15,        0.00,        0.65,        0.91,        0.00,        0.00
wk09.h009,        0.62,        2.29,        0.21,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h010,        0.54,        2.29,        0.76,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h011,        0.60,        2.29,        1.22,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h012,        0.75,        2.29,        1.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h013,        0.87,        2.29,        1.90,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h014,        0.83,        2.29,        2.26,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h015,        0.68,        2.29,        2.65,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h016,        0.58,        2.29,        2.91,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h017,        0.50,        2.29,        3.03,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h018,        0.56,        2.29,        2.95,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h019,        0.58,        2.29,        2.80,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h020,        0.62,        2.29,        2.47,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h021,        0.68,        2.29,        2.08,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h022,        1.14,        2.29,        1.56,        0.00,        0.65,        1.20,        0.00,        0.00
wk09.h023,        1.54,        2.29,        0.79,        0.00,        0.65,        1.20,        0.00,        0.00
